knowledge,major
第三次浪潮,自然辩证法
科学普及,自然辩证法
图灵机,自然辩证法
年金,管理科学技术
智能决策,管理科学技术
科学发明,自然辩证法
数学基础,自然辩证法
福特制,管理科学技术
射频识别技术,管理科学技术
技术预测,管理科学技术
科学启蒙,自然辩证法
模式识别,自然辩证法
等距曲线,机械工程
滚圆,机械工程
端面齿距,机械工程
连杆,机械工程
椭圆规,数学
齿数比,机械工程
运动分析,计算机科学技术
阿基米德蜗杆,机械工程
球面副,机械工程
啮合节点,机械工程
带高,机械工程
执行机构,机械工程
颚式破碎机,机械工程
圆周速度,机械工程
锥距,机械工程
球销副,机械工程
相对速度瞬心,机械工程
对心曲柄滑块机构,机械工程
等效系统,机械工程
带式制动器,机械工程
球面渐开线,机械工程
滚动摩擦,机械工程
径向变位系数,机械工程
变位齿轮,机械工程
直线族,数学
齿面,机械工程
分度头,机械工程
夹紧装置,机械工程
机构学,机械工程
空间凸轮机构,机械工程
从动齿轮,机械工程
连架杆,机械工程
齿轮传动,机械工程
正变位,机械工程
纵向重合度,机械工程
高副机构,机械工程
啮合,机械工程
内齿轮,机械工程
四杆机构,机械工程
非圆齿轮机构,机械工程
曲率中心,数学
可解性,数学
齿顶,机械工程
机器,机械工程
蜗杆,机械工程
速度瞬心,机械工程
机械传动系,机械工程
起重机,机械工程
滑块,机械工程
分度圆,机械工程
机械手,计算机科学技术
对顶角,数学
齿形角,机械工程
局部自由度,机械工程
带符号,计算机科学技术
星轮,机械工程
外摆线,机械工程
飞轮矩,机械工程
空程,机械工程
共轭凸轮,机械工程
小滚子,机械工程
高副,机械工程
蜗轮分度圆,机械工程
蜗杆分度圆,机械工程
等效转动惯量,机械工程
分度圆直径,机械工程
人字齿轮,机械工程
凸轮轴,机械工程
螺旋机构,机械工程
链传动,机械工程
工作阻力矩,机械工程
等效质量,机械工程
构件的自由度,机械工程
平面凸轮机构,机械工程
机构的结构,机械工程
可行域,数学
差速器,机械工程
平面连杆机构,机械工程
自动机床,机械工程
空间机构,机械工程
齿廓,机械工程
远休止角,机械工程
渐开螺旋面,机械工程
曲柄摇杆机构,机械工程
运动构件,机械工程
周期性速度波动,机械工程
螺旋副,机械工程
回转,机械工程
圆柱副,机械工程
符号体系,数学
渐开线齿廓,机械工程
机床,机械工程
法向压力角,机械工程
驱动件,机械工程
符号计算,数学
虚约束,机械工程
轴系,机械工程
力矩曲线,机械工程
铣槽,机械工程
滚齿机,机械工程
铣刀,机械工程
复合铰链,机械工程
最大角速度,机械工程
低副,机械工程
牛头刨床,机械工程
柔性冲击,机械工程
等效力矩,机械工程
曲柄滑块机构,机械工程
轴交角,机械工程
导程角,机械工程
蜗轮,机械工程
蜗轮滚刀,机械工程
额定转速,机械工程
低副机构,机械工程
带传动,机械工程
蜗杆轮齿,机械工程
端面压力角,机械工程
齿根高,机械工程
换档,机械工程
数控系统,机械工程
平面铰链四杆机构,机械工程
减速比,机械工程
渐开线,机械工程
回程,机械工程
等效构件,机械工程
闭式运动链,机械工程
开式运动链,机械工程
梳齿刀,机械工程
刚性冲击,机械工程
曲柄,机械工程
展成法,机械工程
切削,机械工程
钻床,机械工程
闭链,数学
卷扬机,机械工程
工作阻力,机械工程
固定构件,机械工程
行程速度变化系数,机械工程
圆柱凸轮,机械工程
连心线,机械工程
螺旋角,机械工程
啮合角,机械工程
推程,机械工程
双摇杆机构,机械工程
模数,机械工程
转动副,机械工程
刚性构件,机械工程
啮合线,机械工程
槽轮机构,机械工程
输出构件,机械工程
径向变位量,机械工程
应用数学,数学
双曲柄机构,机械工程
盈亏功,机械工程
准圆,数学
推程运动角,机械工程
导杆机构,机械工程
红宝石,机械工程
快速起动,机械工程
传递模,机械工程
回程运动角,机械工程
中间平面,机械工程
凸轮从动件,机械工程
主轴,机械工程
拉削,机械工程
机构分析,机械工程
圆柱齿轮,机械工程
分度圆齿距,机械工程
连杆杆身,机械工程
卡爪,机械工程
翻斗车,机械工程
构件的速比,机械工程
圆弧齿廓,机械工程
插齿机,机械工程
盘形凸轮,机械工程
重合点,数学
滚齿,机械工程
干扰,机械工程
机架,机械工程
加速度瞬心,机械工程
凸轮机构,机械工程
双滑块机构,机械工程
摆线,机械工程
当量齿轮,机械工程
齿顶线,机械工程
展开图,机械工程
半轴,机械工程
负变位,机械工程
法向齿距,机械工程
转轮,机械工程
啮合区,机械工程
平面机构,机械工程
从动件,机械工程
外齿轮,机械工程
最小值问题,计算机科学技术
曲柄压力机,机械工程
机构运动简图,机械工程
起重装置,机械工程
运动副,机械工程
棘轮机构,机械工程
等径凸轮,机械工程
移动凸轮,机械工程
齿顶高,机械工程
单自由度机构,机械工程
等宽凸轮,机械工程
极位夹角,机械工程
螺旋线,机械工程
摇臂,机械工程
主动件,机械工程
节线,机械工程
切削用量,机械工程
规律的客观性,自然辩证法
金融市场,管理科学技术
主观辩证法,自然辩证法
信用评级,管理科学技术
国债,管理科学技术
自然性,数学
支配权,数学
正常的生产条件,管理科学技术
管理层收购,管理科学技术
泰勒制,自然辩证法
回购,管理科学技术
执行价,管理科学技术
哲学基本问题,自然辩证法
辛迪加,管理科学技术
混合经济,管理科学技术
指令性计划,管理科学技术
先验论,自然辩证法
信用证,管理科学技术
价值论,数学
终身雇佣制,管理科学技术
世界的物质统一性,自然辩证法
肯定和否定,自然辩证法
客观辩证法,自然辩证法
五行说,自然辩证法
金融管制,管理科学技术
普遍联系,自然辩证法
子格,数学
不可知论,自然辩证法
生产理论,管理科学技术
绝对运动,自然辩证法
朴素唯物主义,自然辩证法
不良贷款,管理科学技术
信息的损失,数学
非语言沟通,管理科学技术
决策角色,管理科学技术
过度反应,管理科学技术
概念技能,管理科学技术
组织凝聚力,管理科学技术
情绪反应,心理学
表达技巧,管理科学技术
体态语言,管理科学技术
误差,心理学
情绪记忆,心理学
更比,数学
农业现代化,自然辩证法
审计委员会,管理科学技术
城乡统筹,管理科学技术
社会保障基金,管理科学技术
活动论,自然辩证法
服务型政府,管理科学技术
常任制,管理科学技术
党管干部原则,管理科学技术
最优分配,数学
技术创新体系,管理科学技术
绿色技术创新,管理科学技术
政府债券,管理科学技术
效用曲线,管理科学技术
中间投入,管理科学技术
最高限价,管理科学技术
相对补,数学
规模报酬,管理科学技术
存款准备金率,管理科学技术
政策评价,管理科学技术
S曲线,管理科学技术
效用函数,管理科学技术
竞争均衡,数学
黄金市场,管理科学技术
厂商理论,管理科学技术
实际产品,管理科学技术
再贴现,管理科学技术
货币市场,管理科学技术
公开市场业务,管理科学技术
极小对,数学
垄断竞争市场,管理科学技术
结构性失业,管理科学技术
最低限价,管理科学技术
完全垄断市场,管理科学技术
货币供给,管理科学技术
外生变量,管理科学技术
理论事实,自然辩证法
定货,数学
传递性,管理科学技术
外汇市场,管理科学技术
古诺均衡,管理科学技术
无差异曲线,管理科学技术
曲线坐标,数学
债券市场,管理科学技术
准备金,管理科学技术
古诺模型,管理科学技术
决策变量,数学
津贴,管理科学技术
商业票据,管理科学技术
有效投资,管理科学技术
内生变量,管理科学技术
交表示,数学
外角,数学
消费价格指数,管理科学技术
经济人假设,管理科学技术
销售量市场份额,管理科学技术
价格领导者,管理科学技术
转移性支出,管理科学技术
货币政策工具,管理科学技术
残差,管理科学技术
成本分析,管理科学技术
实际费用,管理科学技术
不可分性,自然辩证法
干中学,管理科学技术
凸性,管理科学技术
均衡交易量,管理科学技术
效用理论,数学
不完全信息,管理科学技术
工资形式,管理科学技术
稳态,自然辩证法
最后贷款人,管理科学技术
存款准备金,管理科学技术
窗口指导,管理科学技术
公用事业,管理科学技术
购买性支出,管理科学技术
道义劝告,管理科学技术
相对市场份额,管理科学技术
发展经济学,自然辩证法
保险市场,管理科学技术
等式约束,数学
有价证券,管理科学技术
极大化,数学
信息伦理,管理科学技术
个人利益服从整体利益,管理科学技术
连通性,数学
大地伦理学,自然辩证法
公正原则,自然辩证法
电气化,自然辩证法
推定同意,自然辩证法
控制论,自然辩证法
经验过程,数学
社会舆论监督,管理科学技术
数据通道,计算机科学技术
集成性,管理科学技术
套设计,数学
状态图,管理科学技术
关键路径,计算机科学技术
腐蚀,计算机科学技术
逻辑分析,计算机科学技术
移位寄存器,计算机科学技术
密码算法,计算机科学技术
扇出,管理科学技术
晶体振荡器,计算机科学技术
多值逻辑,数学
办公自动化,计算机科学技术
逻辑门,计算机科学技术
实分析,数学
查找表,计算机科学技术
校验和,数学
模拟输入,计算机科学技术
代码设计,管理科学技术
状态方程,计算机科学技术
示波器,计算机科学技术
编码器,计算机科学技术
功能定义,管理科学技术
算术操作,计算机科学技术
逻辑操作,计算机科学技术
理想,计算机科学技术
译码器,数学
谋篇,语言学
上声,语言学
拈连,语言学
暗用,语言学
通用语,语言学
外国语,语言学
平水韵,语言学
韵部,语言学
五音,语言学
变调,语言学
顶真,语言学
移情,语言学
叠字,语言学
仄声,语言学
方言区,语言学
结点,语言学
比拟,语言学
楷书,语言学
无定,语言学
呼告,语言学
正对,语言学
入声,语言学
反切,语言学
词法,语言学
草书,语言学
叠词,语言学
感事,语言学
例证,语言学
互文,语言学
附录,语言学
回环,语言学
韵书,语言学
换韵,语言学
金石学,语言学
倦怠,管理科学技术
评述,语言学
叠韵,语言学
笔势,语言学
词源,语言学
现实主义,语言学
土文,语言学
形式主义,语言学
章句,语言学
平声,语言学
修辞方法,语言学
婉曲,语言学
修辞学,语言学
排比,语言学
次清,语言学
检索,语言学
父项,管理科学技术
内转,语言学
象形文字,语言学
与事,语言学
反问,语言学
述语,语言学
